,book_name,author_name,book_genre,year_published,edition_language,avg_rating,no_of_raters,score,no_of_ppl_voted,book_url
1170,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",Laurell K. Hamilton,Fantasy,2007,English,3.82,"41,853",329,6,https://www.goodreads.com/book/show/121927.Danse_Macabre
1171,"The Lion (John Corey, #5)",Nelson DeMille,Fiction,2010,English,4.23,"27,267",329,4,https://www.goodreads.com/book/show/7164343-the-lion
1172,"Every Day (Every Day, #1)",David Levithan,Young Adult,2012,English,3.95,"181,953",329,4,https://www.goodreads.com/book/show/13262783-every-day
1173,"Abandon (Abandon, #1)",Meg Cabot,Young Adult,2011,English,3.69,"35,185",328,4,https://www.goodreads.com/book/show/9397967-abandon
1174,Columbine,Dave Cullen,Nonfiction,2009,English,4.28,"62,688",328,5,https://www.goodreads.com/book/show/5632446-columbine
1175,"A Murderous Procession (Mistress of the Art of Death, #4)",Ariana Franklin,Historical,2010,English,4.11,"6,770",327,5,https://www.goodreads.com/book/show/6575580-a-murderous-procession
1176,Lunar Park,Bret Easton Ellis,Fiction,2006,English,3.68,"25,988",327,4,https://www.goodreads.com/book/show/4031.Lunar_Park
1177,"Dark Days (Skulduggery Pleasant, #4)",Derek Landy,Fantasy,2010,English,4.44,"16,399",326,4,https://www.goodreads.com/book/show/7261549-dark-days
1178,The Dog Stars,Peter Heller,Fiction,2012,English,3.92,"48,837",326,5,https://www.goodreads.com/book/show/13330761-the-dog-stars
1179,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,Nonfiction,2008,English,4.12,"88,768",325,4,https://www.goodreads.com/book/show/1713426.Predictably_Irrational
1180,"Playing for Keeps (Neighbor from Hell, #1)",R.L. Mathewson,Romance,2011,English,4.06,"100,468",325,4,https://www.goodreads.com/book/show/11381643-playing-for-keeps
1181,"The Walking Dead, Compendium 1",Robert Kirkman,Sequential Art,2009,English,4.43,"63,054",325,5,https://www.goodreads.com/book/show/6465707-the-walking-dead-compendium-1
1182,The Good Lord Bird,James McBride,Historical,2013,English,3.77,"19,477",325,4,https://www.goodreads.com/book/show/16171272-the-good-lord-bird
1183,The Mysterious Howling (The Incorrigible Children of Ashton Place #1),Maryrose Wood,Childrens,2010,English,3.92,"16,617",323,4,https://www.goodreads.com/book/show/6609748-the-mysterious-howling
1184,Surface Detail (Culture #9),Iain M. Banks,Science Fiction,2010,English,4.25,"21,678",323,5,https://www.goodreads.com/book/show/7937744-surface-detail
1185,Wishful Drinking,Carrie Fisher,Nonfiction,2009,English,3.78,"55,628",322,5,https://www.goodreads.com/book/show/6734757-wishful-drinking
1186,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,Fantasy,2016,English,4.61,"137,335",322,4,https://www.goodreads.com/book/show/22299763-crooked-kingdom
1187,Oracle Night,Paul Auster,Fiction,2003,English,3.78,"12,850",321,4,https://www.goodreads.com/book/show/10006.Oracle_Night
1188,The Gate House,Nelson DeMille,Mystery,2008,English,3.75,"15,652",320,4,https://www.goodreads.com/book/show/3216451-the-gate-house
1189,Ancillary Justice (Imperial Radch #1),Ann Leckie,Science Fiction,2013,English,3.98,"69,890",320,4,https://www.goodreads.com/book/show/17333324-ancillary-justice
1190,"A Memory of Light (Wheel of Time, #14)",Robert Jordan,Fantasy,2013,English,4.51,"98,799",320,4,https://www.goodreads.com/book/show/7743175-a-memory-of-light
1191,Blackwater: The Rise of the World's Most Powerful Mercenary Army,Jeremy Scahill,Nonfiction,2007,English,3.82,"6,240",319,4,https://www.goodreads.com/book/show/1390561.Blackwater
1192,A Wolf at the Table,Augusten Burroughs,Autobiography,2008,English,3.72,"25,395",318,4,https://www.goodreads.com/book/show/2145681.A_Wolf_at_the_Table
1193,The Dream of Scipio,Iain Pears,Historical,2003,English,3.73,"3,695",318,4,https://www.goodreads.com/book/show/16442.The_Dream_of_Scipio
1194,Smile,Raina Telgemeier,Sequential Art,2010,English,4.23,"145,910",318,4,https://www.goodreads.com/book/show/6393631-smile
1195,"Pride (Shifters, #3)",Rachel Vincent,Fantasy,2009,English,4.15,"17,642",317,5,https://www.goodreads.com/book/show/4583888-pride
1196,"Goliath (Leviathan, #3)",Scott Westerfeld,Science Fiction,2011,English,4.25,"28,502",317,4,https://www.goodreads.com/book/show/9918083-goliath
1197,Keeping You a Secret,Julie Anne Peters,LGBT,2005,English,3.96,"31,199",317,5,https://www.goodreads.com/book/show/272315.Keeping_You_a_Secret
1198,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,Fantasy,2008,English,4.28,"93,930",317,4,https://www.goodreads.com/book/show/944076.Last_Argument_of_Kings
1199,The Well of Lost Plots (Thursday Next #3),Jasper Fforde,Fantasy,2004,English,4.10,"35,492",317,5,https://www.goodreads.com/book/show/27001.The_Well_of_Lost_Plots
1200,"The Ill-Made Mute (The Bitterbynde, #1)",Cecilia Dart-Thornton,Fantasy,2002,English,3.73,"4,230",316,4,https://www.goodreads.com/book/show/232102.The_Ill_Made_Mute
1201,A People's History of American Empire,Howard Zinn,History,2008,English,4.13,"2,508",316,4,https://www.goodreads.com/book/show/1782543.A_People_s_History_of_American_Empire
1202,The Last Letter from Your Lover,Jojo Moyes,Romance,2011,English,3.96,"67,717",316,5,https://www.goodreads.com/book/show/10163292-the-last-letter-from-your-lover
1203,"The Girl With All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,Horror,2014,English,3.94,"172,930",316,4,https://www.goodreads.com/book/show/17235026-the-girl-with-all-the-gifts
1204,The Know-It-All: One Man's Humble Quest to Become the Smartest Person in the World,A.J. Jacobs,Nonfiction,2005,English,3.77,"24,975",315,4,https://www.goodreads.com/book/show/28116.The_Know_It_All
1205,"Undead and Uneasy (Undead, #6)",MaryJanice Davidson,Paranormal,2007,English,3.89,"16,282",315,4,https://www.goodreads.com/book/show/478658.Undead_and_Uneasy
1206,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Nonfiction,2013,English,3.95,"196,846",315,4,https://www.goodreads.com/book/show/16071764-lean-in
1207,"The Diviners (The Diviners, #1)",Libba Bray,Fantasy,2012,English,3.97,"65,735",315,5,https://www.goodreads.com/book/show/7728889-the-diviners
1208,"Wings (Wings, #1)",Aprilynne Pike,Fantasy,2009,English,3.75,"70,609",314,5,https://www.goodreads.com/book/show/5056084-wings
1209,The Housekeeper and the Professor,Yōko Ogawa,Fiction,2009,English,3.94,"26,008",314,5,https://www.goodreads.com/book/show/3181564-the-housekeeper-and-the-professor
1210,"Trickster's Queen (Daughter of the Lioness, #2)",Tamora Pierce,Fantasy,2005,English,4.28,"52,946",313,5,https://www.goodreads.com/book/show/153780.Trickster_s_Queen
1211,"Fair Game (Alpha & Omega, #3)",Patricia Briggs,Fantasy,2012,English,4.34,"42,131",313,5,https://www.goodreads.com/book/show/11480917-fair-game
1212,"The Long Earth (The Long Earth, #1)",Terry Pratchett,Science Fiction,2012,English,3.76,"47,098",313,4,https://www.goodreads.com/book/show/13147230-the-long-earth
1213,"The Retribution of Mara Dyer (Mara Dyer, #3)",Michelle Hodkin,Young Adult,2014,English,4.11,"45,538",312,4,https://www.goodreads.com/book/show/15768409-the-retribution-of-mara-dyer
1214,"Death in Holy Orders (Adam Dalgliesh, #11)",P.D. James,Mystery,2002,English,3.92,"11,702",310,5,https://www.goodreads.com/book/show/3825.Death_in_Holy_Orders
1215,Stolen: A Letter to My Captor,Lucy Christopher,Young Adult,2009,English,3.92,"63,822",310,4,https://www.goodreads.com/book/show/6408862-stolen
1216,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,Fantasy,2007,English,4.29,"99,399",309,4,https://www.goodreads.com/book/show/902715.Before_They_Are_Hanged
1217,"Found (The Missing, #1)",Margaret Peterson Haddix,Science Fiction,2008,English,3.98,"36,109",309,4,https://www.goodreads.com/book/show/1675216.Found
1218,"Dark Flame (The Immortals, #4)",Alyson Noel,Young Adult,2010,English,3.74,"57,414",308,4,https://www.goodreads.com/book/show/7198988-dark-flame
1219,"A Rule Against Murder (Chief Inspector Armand Gamache, #4)",Louise Penny,Mystery,2009,English,4.20,"45,368",308,4,https://www.goodreads.com/book/show/4201106-a-rule-against-murder
1220,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",Veronica Roth,Young Adult,2014,English,4.06,"144,972",308,5,https://www.goodreads.com/book/show/18126198-four
1221,The Garden of Evening Mists,Tan Twan Eng,Historical,2011,English,4.10,"16,858",307,4,https://www.goodreads.com/book/show/12031532-the-garden-of-evening-mists
1222,F,Daniel Kehlmann,Fiction,2013,German,3.66,"2,171",307,4,https://www.goodreads.com/book/show/18339155-f
1223,"The Killing Kind (Charlie Parker, #3)",John Connolly,Mystery,2003,English,4.23,"10,635",306,4,https://www.goodreads.com/book/show/175246.The_Killing_Kind
1224,When She Woke,Hillary Jordan,Fiction,2011,English,3.67,"24,921",306,5,https://www.goodreads.com/book/show/11045709-when-she-woke
1225,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",Louise Penny,Mystery,2008,English,4.15,"47,721",305,4,https://www.goodreads.com/book/show/2277378.The_Cruelest_Month
1226,"Midnight Riot (Peter Grant, #1)",Ben Aaronovitch,Fantasy,2011,English,3.91,"73,576",305,5,https://www.goodreads.com/book/show/8680417-midnight-riot
1227,"Cross Bones (Temperance Brennan, #8)",Kathy Reichs,Mystery,2006,,3.87,"22,794",304,4,https://www.goodreads.com/book/show/128755.Cross_Bones
1228,"Defiance (Defiance, #1)",C.J. Redwine,Fantasy,2012,English,3.67,"26,781",304,4,https://www.goodreads.com/book/show/11410430-defiance
1229,"Saga, Vol. 2",Brian K. Vaughan,Sequential Art,2013,English,4.54,"80,759",303,4,https://www.goodreads.com/book/show/17131869-saga-vol-2
1230,The Wild Trees: A Story of Passion and Daring,Richard   Preston,Nonfiction,2007,English,4.09,"6,217",301,4,https://www.goodreads.com/book/show/22163.The_Wild_Trees
1231,Open City,Teju Cole,Fiction,2011,English,3.50,"12,895",301,4,https://www.goodreads.com/book/show/8526694-open-city
1232,Dangerous Laughter,Steven Millhauser,Short Stories,2008,English,3.81,"2,071",300,3,https://www.goodreads.com/book/show/1540810.Dangerous_Laughter
1233,"Number 13 (Lightmasters, #1)",M.G. Wells,Fantasy,2011,English,4.14,181,300,3,https://www.goodreads.com/book/show/11805486-number-13
1234,Goblinheart,Brett Axel,LGBT,2012,English,4.42,170,300,3,https://www.goodreads.com/book/show/13602221-goblinheart
1235,The Mary Smokes Boys,Patrick Holland,Fiction,2010,unknown,3.39,105,300,3,https://www.goodreads.com/book/show/9829306-the-mary-smokes-boys
1236,"Nocturne, Opus 1: Sea Foam",Norene Moskalski,Mystery,2012,English,3.84,58,300,3,https://www.goodreads.com/book/show/16520900-nocturne-opus-1
1237,A Deal With God: The Power of One,Michael Haden,Christian,2011,English,3.95,73,300,3,https://www.goodreads.com/book/show/13173166-a-deal-with-god
1238,In Search of Captain Zero: A Surfer's Road Trip beyond the End of the Road,Allan C. Weisbecker,Nonfiction,2001,English,3.90,"2,290",300,3,https://www.goodreads.com/book/show/25505.In_Search_of_Captain_Zero
1239,"Mirage Beyond Flames (Coriola, #1)",Melinda De Ross,Romance,2013,English,4.42,24,300,3,https://www.goodreads.com/book/show/18928810-mirage-beyond-flames
1240,The Founder's Curse (New Zigon #1),Danelle O'Donnell,Science Fiction,2014,English,4.17,18,300,3,https://www.goodreads.com/book/show/22038750-the-founder-s-curse
1241,Politixworks,Chuck U. Farlie,unknown,2015,English,4.79,14,300,3,https://www.goodreads.com/book/show/23681340-politixworks
1242,"Haunted Tree (The Magus Family Chronicles, #1)",Scott Robert Scheller,Fantasy,2015,English,3.82,82,300,3,https://www.goodreads.com/book/show/25272670-haunted-tree
1243,Once in a Blue Year,Michael D. Durkota,Fiction,2015,English,4.12,34,300,3,https://www.goodreads.com/book/show/25359851-once-in-a-blue-year
1244,Kazungul: Blood Ties - Awakening of the Ancestral Curse,Marcus L. Lukusa,Fantasy,2014,unknown,4.32,22,300,3,https://www.goodreads.com/book/show/24351809-kazungul
1245,The Kafir Project,Lee Burvine,Fiction,2016,English,4.01,294,300,3,https://www.goodreads.com/book/show/25960956-the-kafir-project
1246,Conscious Creativity Mindfulness Meditations (AoL Mindfulness #7),Nataša Nuit Pantović,Nonfiction,2017,English,4.52,21,300,3,https://www.goodreads.com/book/show/34619565-conscious-creativity-mindfulness-meditations
1247,The Invisible Game: Mindset of a Winning Team,Zoltan Andrejkovics,Psychology,2016,unknown,4.44,165,300,3,https://www.goodreads.com/book/show/32059592-the-invisible-game
1248,The Divinity Bureau,Tessa Clare,Science Fiction,2017,English,4.01,79,300,3,https://www.goodreads.com/book/show/36593678-the-divinity-bureau
1249,ساعت‌ها,Behrouz Hosseini,unknown,2017,Persian,3.67,33,300,3,https://www.goodreads.com/book/show/40191332
1250,The Island,Victoria Hislop,Fiction,2006,English,4.03,"34,074",299,4,https://www.goodreads.com/book/show/922991.The_Island
1251,Cemetery Street,John Zunski,Romance,2011,English,4.19,59,299,3,https://www.goodreads.com/book/show/11468048-cemetery-street
1252,Catherine the Great: Portrait of a Woman,Robert K. Massie,History,2011,English,3.91,"88,511",299,6,https://www.goodreads.com/book/show/10414941-catherine-the-great
1253,"River of Gods (India 2047, #1)",Ian McDonald,Science Fiction,2006,English,3.91,"5,254",299,4,https://www.goodreads.com/book/show/278280.River_of_Gods
1254,"Witch in the Woods (Witch in the Woods, #1)",Taylor Ann Bunker,Fantasy,2013,English,3.75,123,299,3,https://www.goodreads.com/book/show/19464292-witch-in-the-woods
1255,"Dom Wars: Rounds 1, 2, 3 (Dom Wars, #1-3)",Lucian Bane,Erotica,2014,English,3.93,718,299,3,https://www.goodreads.com/book/show/23251003-dom-wars
1256,The Harem,Thomas Sweeney,Romance,2014,English,4.20,46,299,3,https://www.goodreads.com/book/show/22884757-the-harem
1257,Wraith (Nick Baron 0.5),James R. Hannibal,Fiction,2014,English,really,avg,299,3,https://www.goodreads.com/book/show/23516574-wraith
1258,"Blossom in Winter (Blossom in Winter, #1)",Melanie Martins,Romance,2019,English,4.46,645,299,3,https://www.goodreads.com/book/show/47981162-blossom-in-winter
1259,Nightwatching,John Zunski,Horror,2012,English,3.69,42,298,3,https://www.goodreads.com/book/show/15851411-nightwatching
1260,We the Animals,Justin Torres,Fiction,2011,English,3.65,"15,177",298,3,https://www.goodreads.com/book/show/10306358-we-the-animals
1261,"Poseidon’s Children (The Legacy of the Gods, #1)",Michael  West,Fantasy,2012,unknown,3.47,369,298,3,https://www.goodreads.com/book/show/13062645-poseidon-s-children
1262,The Longest Ride,Nicholas Sparks,Romance,2013,English,4.14,"104,889",298,3,https://www.goodreads.com/book/show/17407748-the-longest-ride
1263,"Noughts & Crosses (Noughts & Crosses, #1)",Malorie Blackman,Young Adult,2006,English,4.23,"41,978",298,4,https://www.goodreads.com/book/show/714902.Noughts_Crosses
1264,Abigail and the Jungle Adventure,Tali Carmi,Childrens,2014,English,4.40,112,298,3,https://www.goodreads.com/book/show/20445451-abigail-and-the-jungle-adventure
1265,"Liliana (Liliana, #1)",Neva Squires-Rodriguez,Young Adult,2014,English,3.75,55,298,3,https://www.goodreads.com/book/show/23118840-liliana
1266,"Shadow Catcher (Nick Baron, #1)",James R. Hannibal,Fiction,2013,English,3.88,178,298,3,https://www.goodreads.com/book/show/17675013-shadow-catcher
1267,The Girl with Ghost Eyes (The Daoshi Chronicles #1),M.H. Boroson,Fantasy,2015,English,3.89,"2,980",298,3,https://www.goodreads.com/book/show/25159239-the-girl-with-ghost-eyes
1268,"Torment (Bloodlines, #2)",Lindsay Anne Kendal,Paranormal,2011,English,3.96,332,297,3,https://www.goodreads.com/book/show/11733898-torment
1269,Mid Ocean,T. Rafael Cimino,Fiction,2009,English,3.98,189,297,3,https://www.goodreads.com/book/show/7443012-mid-ocean
1270,2312,Kim Stanley Robinson,Science Fiction,2012,English,3.45,"14,995",297,4,https://www.goodreads.com/book/show/11830394-2312
1271,Shadow Country,Peter Matthiessen,Fiction,2008,English,4.04,"4,288",297,3,https://www.goodreads.com/book/show/2253484.Shadow_Country
1272,"Perfect Timing (Kendrick/Coulter/Harrigan, #11)",Catherine Anderson,Romance,2013,English,4.11,"1,861",297,3,https://www.goodreads.com/book/show/15742663-perfect-timing
1273,"The Waking (Ruin, #1)",Lucian Bane,Fantasy,2014,unknown,3.88,640,297,3,https://www.goodreads.com/book/show/23005802-the-waking
1274,Just Around The Bend: Más o Menos,Renée Paule,Philosophy,2014,English,4.49,61,297,3,https://www.goodreads.com/book/show/22885929-just-around-the-bend
1275,Rules for Old Men Waiting,Peter R. Pouncey,Fiction,2006,English,3.71,663,296,3,https://www.goodreads.com/book/show/69950.Rules_for_Old_Men_Waiting
1276,"The Wide Game (Harmony, Indiana, #1)",Michael  West,Horror,2003,English,3.87,188,296,3,https://www.goodreads.com/book/show/6345416-the-wide-game
1277,The Eagle's Secret,Erez Aharoni,unknown,2014,unknown,3.95,76,296,3,https://www.goodreads.com/book/show/22049639-the-eagle-s-secret
1278,"The Genetic Lottery (Egalia, #1)",Allison Goh,Science Fiction,2014,English,3.72,50,296,3,https://www.goodreads.com/book/show/22845686-the-genetic-lottery
1279,On the Other Hand: The Little Anthology of Big Questions,Renée Paule,Philosophy,2014,English,4.52,73,296,3,https://www.goodreads.com/book/show/23304855-on-the-other-hand
1280,The Gum Thief,Douglas Coupland,Fiction,2007,English,3.51,"9,837",296,4,https://www.goodreads.com/book/show/386043.The_Gum_Thief
1281,Conscious Parenting: Mindful Living Course for Parents (AoL Mindfulness #5),Nataša Nuit Pantović,Parenting,2015,English,4.40,45,296,3,https://www.goodreads.com/book/show/25619537-conscious-parenting
1282,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,Fiction,2017,English,4.27,"133,416",295,3,https://www.goodreads.com/book/show/36336078-call-me-by-your-name
1283,In the Shadow of the Banyan,Vaddey Ratner,Historical,2012,English,4.05,"17,138",295,3,https://www.goodreads.com/book/show/13057939-in-the-shadow-of-the-banyan
1284,Carly,D.M. Wolfenden,Mystery,2015,English,4.40,62,295,3,https://www.goodreads.com/book/show/25823630-carly
1285,The Cadaver Factory,Kenneth Jarrett Singleton,Horror,2004,English,4.35,230,295,3,https://www.goodreads.com/book/show/7510368-the-cadaver-factory
1286,Moore's Mythopoeia,Christopher WunderLee,Science Fiction,2010,English,4.33,18,294,3,https://www.goodreads.com/book/show/7307551-moore-s-mythopoeia
1287,"Spook House (Harmony, Indiana, #3)",Michael  West,Horror,2012,English,3.81,232,294,3,https://www.goodreads.com/book/show/16074582-spook-house
1288,"Shadow Maker (Nick Baron, #2)",James R. Hannibal,Fiction,2014,English,4.17,127,294,3,https://www.goodreads.com/book/show/18607725-shadow-maker
1289,A Three Course Meal for the Mind,Renée Paule,Self Help,2016,English,4.47,17,294,3,https://www.goodreads.com/book/show/30153500-a-three-course-meal-for-the-mind
1290,"The Cross of Lead (Crispin, #1)",Avi,Historical,2004,English,3.61,"21,804",293,3,https://www.goodreads.com/book/show/353342.The_Cross_of_Lead
1291,The Rose Garden,Susanna Kearsley,Historical,2011,English,4.02,"26,897",293,4,https://www.goodreads.com/book/show/9792287-the-rose-garden
1292,Still Life With Psychotic Squirrel,C.B. Smith,Fiction,2007,English,3.57,21,292,3,https://www.goodreads.com/book/show/2590091-still-life-with-psychotic-squirrel
1293,Stranger Things Happen,Kelly Link,Short Stories,2001,English,3.84,"5,228",292,3,https://www.goodreads.com/book/show/66659.Stranger_Things_Happen
1294,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,Science,2009,English,4.16,"44,388",292,3,https://www.goodreads.com/book/show/6117055-the-greatest-show-on-earth
1295,"Started Early, Took My Dog (Jackson Brodie, #4)",Kate Atkinson,Mystery,2010,English,3.91,"32,268",292,4,https://www.goodreads.com/book/show/7307795-started-early-took-my-dog
1296,"The Anthropology of Turquoise: Meditations on Landscape, Art, and Spirit",Ellen Meloy,Nonfiction,2002,English,4.03,"1,104",292,3,https://www.goodreads.com/book/show/458713.The_Anthropology_of_Turquoise
1297,"Trust Trilogy (Trust Trilogy, #1-3; Trust series, #1-8)",Cristiane Serruya,Romance,2014,English,4.06,128,292,3,https://www.goodreads.com/book/show/22847427-trust-trilogy
1298,"Dark Triumph (His Fair Assassin, #2)",Robin LaFevers,Fantasy,2013,English,4.14,"36,752",292,4,https://www.goodreads.com/book/show/9943270-dark-triumph
1299,The Zookeeper's Wife,Diane Ackerman,Nonfiction,2007,English,3.46,"68,349",291,4,https://www.goodreads.com/book/show/1128178.The_Zookeeper_s_Wife
1300,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,Science,2005,English,4.13,"20,644",290,3,https://www.goodreads.com/book/show/17977.The_Ancestor_s_Tale
1301,Skull Full of Kisses,Michael  West,Horror,2009,English,4.16,64,290,3,https://www.goodreads.com/book/show/7602367-skull-full-of-kisses
1302,"Lone Wolf Rising (The Winters Family Saga, #1)",Jami Brumfield,Fantasy,2014,English,3.70,732,290,3,https://www.goodreads.com/book/show/21523892-lone-wolf-rising
1303,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,Fiction,2014,English,3.84,"117,554",290,3,https://www.goodreads.com/book/show/19288239-colorless-tsukuru-tazaki-and-his-years-of-pilgrimage
1304,Proxima,Stephen Baxter,Science Fiction,2013,English,3.81,"5,235",290,3,https://www.goodreads.com/book/show/17983396-proxima
1305,The Miniaturist,Jessie Burton,Historical,2014,English,3.59,"101,851",290,4,https://www.goodreads.com/book/show/18498569-the-miniaturist
1306,"Hide (Detective D.D. Warren, #2)",Lisa Gardner,Mystery,2007,English,4.16,"31,286",289,4,https://www.goodreads.com/book/show/32523.Hide
1307,"Magic Slays (Kate Daniels, #5)",Ilona Andrews,Fantasy,2011,English,4.43,"59,012",289,4,https://www.goodreads.com/book/show/8559047-magic-slays
1308,The Abstinence Teacher,Tom Perrotta,Fiction,2007,English,3.25,"16,142",289,4,https://www.goodreads.com/book/show/347143.The_Abstinence_Teacher
1309,The Reading Promise: My Father and the Books We Shared,Alice Ozma,Nonfiction,2011,English,3.67,"5,893",289,4,https://www.goodreads.com/book/show/9862827-the-reading-promise
1310,Sensual Desires (Amatore's Restaurant #2),James Sillwood,unknown,2014,English,4.67,27,289,3,https://www.goodreads.com/book/show/25002020-sensual-desires
1311,"Black Order (Sigma Force, #3)",James Rollins,Thriller,2006,English,4.14,"29,666",289,3,https://www.goodreads.com/book/show/294042.Black_Order
1312,Eating Animals,Jonathan Safran Foer,Nonfiction,2009,English,4.20,"59,147",289,3,https://www.goodreads.com/book/show/6604712-eating-animals
1313,"The Van Alen Legacy (Blue Bloods, #4)",Melissa de la Cruz,Young Adult,2009,English,3.95,"63,488",288,4,https://www.goodreads.com/book/show/6267237-the-van-alen-legacy
1314,When God Was a Rabbit,Sarah Winman,Fiction,2011,English,3.70,"34,561",288,3,https://www.goodreads.com/book/show/8874743-when-god-was-a-rabbit
1315,Clandestine Liaisons (Amatore's Restaurant #3),James Sillwood,unknown,2014,English,4.62,26,288,3,https://www.goodreads.com/book/show/25002110-clandestine-liaisons
1316,Wildwood Shadows,Scott McElhaney,unknown,2014,English,4.45,20,288,3,https://www.goodreads.com/book/show/22372232-wildwood-shadows
1317,"Love, Rosie",Cecelia Ahern,Romance,2006,English,3.94,"94,961",288,3,https://www.goodreads.com/book/show/147865.Love_Rosie
1318,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,Thriller,2007,English,4.18,"63,298",287,4,https://www.goodreads.com/book/show/108942.Bad_Luck_and_Trouble
1319,Theodore Rex,Edmund Morris,Biography,2002,English,4.18,"38,625",287,4,https://www.goodreads.com/book/show/40923.Theodore_Rex
1320,An Ordinary Man: An Autobiography,Paul Rusesabagina,Nonfiction,2007,English,4.16,"5,832",287,3,https://www.goodreads.com/book/show/97920.An_Ordinary_Man
1321,Heroika 1: Dragon Eaters (Heroika #1),Janet E. Morris,Fantasy,2015,English,4.58,118,287,3,https://www.goodreads.com/book/show/25420340-heroika-1
1322,Europeana: A Brief History of the Twentieth Century,Patrik Ouředník,History,2005,English,4.12,"1,524",286,3,https://www.goodreads.com/book/show/64881.Europeana
1323,"Debt: The First 5,000 Years",David Graeber,History,2011,English,4.15,"10,358",286,4,https://www.goodreads.com/book/show/6617037-debt
1324,"Easy (Contours of the Heart, #1)",Tammara Webber,Romance,2012,English,4.09,"207,738",286,5,https://www.goodreads.com/book/show/13548456-easy
1325,"The Judas Strain (Sigma Force, #4)",James Rollins,Thriller,2007,English,4.15,"27,480",286,3,https://www.goodreads.com/book/show/294046.The_Judas_Strain
1326,A Reliable Wife,Robert Goolrick,Fiction,2009,English,3.26,"72,211",285,4,https://www.goodreads.com/book/show/7615294-a-reliable-wife
1327,Vestige,Scott McElhaney,Science Fiction,2014,English,3.78,96,285,3,https://www.goodreads.com/book/show/21403955-vestige
1328,How We Are Hungry,Dave Eggers,Short Stories,2005,English,3.75,"12,801",284,4,https://www.goodreads.com/book/show/4955.How_We_Are_Hungry
1329,Allah's Miracles in the Qur'an,Harun Yahya,Religion,2005,unknown,4.10,40,284,3,https://www.goodreads.com/book/show/6233411-allah-s-miracles-in-the-qur-an
1330,Robert A. Heinlein: In Dialogue with His Century: Volume 1 (1907-1948): Learning Curve,William H. Patterson Jr.,Biography,2010,English,4.16,396,284,3,https://www.goodreads.com/book/show/6962945-robert-a-heinlein
1331,The Given Day (Coughlin #1),Dennis Lehane,Historical,2008,English,4.04,"22,576",284,3,https://www.goodreads.com/book/show/2830067-the-given-day
1332,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,Nonfiction,2007,English,4.35,"68,288",284,3,https://www.goodreads.com/book/show/711901.Lone_Survivor
1333,"The Trouble with Playing Cupid (Cupid, #1)",Tamara Philip,Romance,2014,English,3.98,62,284,3,https://www.goodreads.com/book/show/22817757-the-trouble-with-playing-cupid
1334,Family Matters,Rohinton Mistry,Fiction,2003,English,4.01,"20,297",284,3,https://www.goodreads.com/book/show/19661.Family_Matters
1335,Dans le café de la jeunesse perdue,Patrick Modiano,Fiction,2007,French,3.50,"6,565",284,3,https://www.goodreads.com/book/show/1977834.Dans_le_caf_de_la_jeunesse_perdue
1336,"Something, Maybe",Elizabeth Scott,Young Adult,2009,English,3.72,"13,200",283,3,https://www.goodreads.com/book/show/3874811-something-maybe
1337,The Smoke Jumper,Nicholas Evans,Fiction,2002,English,4.06,"29,545",283,4,https://www.goodreads.com/book/show/9282.The_Smoke_Jumper
1338,A Thread of Grace,Mary Doria Russell,Historical,2005,English,4.02,"12,563",283,4,https://www.goodreads.com/book/show/16047.A_Thread_of_Grace
1339,"The Soloist: A Lost Dream, an Unlikely Friendship, and the Redemptive Power of Music",Steve López,Music,2008,English,3.89,"8,992",283,3,https://www.goodreads.com/book/show/3272968-the-soloist
1340,"Golden Fool (Tawny Man, #2)",Robin Hobb,Fantasy,2003,English,4.33,"60,280",283,3,https://www.goodreads.com/book/show/45109.Golden_Fool
1341,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,History,2003,English,4.29,"17,896",282,3,https://www.goodreads.com/book/show/42435.In_Harm_s_Way
1342,The Noble Life of The Prophet ﷺ,Ali Muhammad Al-Salaabi,Religion,2005,Arabic,4.41,826,282,4,https://www.goodreads.com/book/show/81499.The_Noble_Life_of_The_Prophet_
1343,"Blue Moon (The Immortals, #2)",Alyson Noel,Young Adult,2009,English,3.61,"83,197",282,4,https://www.goodreads.com/book/show/6134826-blue-moon
1344,Through Black Spruce,Joseph Boyden,Fiction,2008,English,4.12,"13,042",282,3,https://www.goodreads.com/book/show/3479967-through-black-spruce
